month,1,2,3,4,5,6,7,8,9,10,date
36,-0.090636649,-0.083203375,-0.074206316,-0.071427982,-0.074199611,-0.073599902,-0.064833681,-0.067220723,-0.055682664,-0.046279779,12/1/01
37,-0.165915788,-0.137593416,-0.148202841,-0.141482717,-0.12769792,-0.124461584,-0.114576416,-0.108416513,-0.093901743,-0.068775661,1/1/02
38,0.090056675,0.056852407,0.04070436,0.038756779,0.042775088,0.038509351,0.02843169,0.031037447,0.018062133,0.013315342,2/1/02
39,0.105895446,0.101548681,0.084507726,0.092145474,0.079556795,0.075614816,0.073588474,0.070958491,0.060929482,0.038175061,3/1/02
40,0.08070236,0.069906435,0.063528939,0.057902469,0.056865035,0.039549018,0.047560788,0.031744763,0.036959649,0.030839421,4/1/02
41,-0.073317165,-0.082243063,-0.080073053,-0.095301526,-0.093184018,-0.094083044,-0.09540392,-0.089165737,-0.089791372,-0.080913974,5/1/02
42,0.093920365,0.091927805,0.105636389,0.113834459,0.114724248,0.1166735,0.11824633,0.13384631,0.132832035,0.15646585,6/1/02
43,-0.0275274,-0.032158816,-0.032556307,-0.034551584,-0.034588404,-0.035433142,-0.042616,-0.039837708,-0.047931878,-0.041684781,7/1/02
44,0.023983009,0.01383247,0.011354368,0.009211496,0.002321307,0.002700687,0.007237819,0.009407763,0.002504252,0.00361873,8/1/02
45,-0.064782009,-0.059071402,-0.055473879,-0.060232852,-0.059765414,-0.061650138,-0.056103957,-0.053478061,-0.046946085,-0.049605388,9/1/02
46,-0.049130348,-0.068605398,-0.059483325,-0.074166957,-0.057015179,-0.045417712,-0.053819845,-0.048876821,-0.044558726,-0.045975897,10/1/02
47,-0.097669441,-0.091238393,-0.089979771,-0.089748171,-0.084826542,-0.079943274,-0.072744669,-0.076549667,-0.05074328,-0.038087619,11/1/02
48,-0.02574905,-0.055885686,-0.051719949,-0.055102118,-0.056073508,-0.054460831,-0.056647695,-0.05435247,-0.049686378,-0.048470958,12/1/02
49,0.134303198,0.12347005,0.113069487,0.113573142,0.099015144,0.100941664,0.092069933,0.080335101,0.075036294,0.090067807,1/1/03
50,0.018762752,0.022375639,0.02443884,0.014890874,0.018887034,0.010265731,0.012968067,0.013457143,0.008516467,0.005019767,2/1/03
51,-0.04313738,-0.031186167,-0.042068167,-0.033988899,-0.032518067,-0.032876083,-0.020722208,-0.022432317,-0.006212642,0.010432109,3/1/03
52,-0.0961582,-0.067012842,-0.080815775,-0.066486775,-0.0374339,-0.049332992,-0.03703255,-0.010763175,0.006132672,0.020811413,4/1/03
53,0.035645296,0.040398815,0.028400658,0.035204171,0.035034529,0.037787739,0.037436248,0.04960055,0.05492555,0.054483925,5/1/03
54,-0.055083483,-0.061783608,-0.0689726,-0.065414215,-0.067886424,-0.07251125,-0.075333433,-0.078854588,-0.057125008,-0.0646557,6/1/03
55,-0.046419413,-0.048246892,-0.041761717,-0.038684554,-0.04130405,-0.036495825,-0.029960475,-0.023335675,-0.007515529,0.012134041,7/1/03
56,-0.000842016,-0.014528636,-0.017017438,-0.017073107,-0.022723727,-0.035749107,-0.034183339,-0.033198785,-0.023650942,-0.042673648,8/1/03
57,-0.052316377,-0.054534992,-0.052750303,-0.042729408,-0.051391377,-0.037889607,-0.034839492,-0.04569168,-0.047093426,-0.03601021,9/1/03
58,-0.11438748,-0.096031081,-0.086075472,-0.080437315,-0.078007073,-0.065857153,-0.067916512,-0.044267878,-0.02896135,0.004479642,10/1/03
59,-0.000811516,0.002898992,0.009779282,0.009789734,0.024167492,0.03073004,0.027790203,0.026207919,0.014108444,0.024019242,11/1/03
60,-0.067942677,-0.038904669,-0.035877976,-0.018734992,-0.033843416,-0.005468371,0.003244484,0.024814476,0.031797616,0.069785936,12/1/03
61,0.112619717,0.104881288,0.099951696,0.096766205,0.097881488,0.099750008,0.079565405,0.068564544,0.073111144,0.052348032,1/1/04
62,0.14643746,0.124068317,0.101633984,0.121288651,0.081122714,0.104429176,0.090814881,0.075338651,0.074331544,0.056161913,2/1/04
63,0.050942128,0.05555377,0.053437254,0.044816905,0.035687238,0.054682898,0.037908992,0.032802,0.034361944,0.026497528,3/1/04
64,-0.114658544,-0.122733032,-0.105470008,-0.097023104,-0.091482929,-0.092970409,-0.094523008,-0.084306425,-0.095845468,-0.107019543,4/1/04
65,-0.011519035,-0.00708096,-0.009120102,-0.026081873,-0.002983882,-0.023970969,-0.022488087,-0.022824992,-0.023119368,-0.032194359,5/1/04
66,-0.139077614,-0.132559738,-0.129939508,-0.128895756,-0.131430079,-0.133298722,-0.129100859,-0.116876865,-0.121073111,-0.090895654,6/1/04
67,-0.073430785,-0.058671654,-0.053324828,-0.024182635,-0.027843346,-0.021415109,0.01051852,0.005326023,0.014133228,0.008242148,7/1/04
68,-0.064471354,-0.057585608,-0.049635892,-0.050202597,-0.044981446,-0.056523427,-0.056547411,-0.065494823,-0.061848349,-0.031975946,8/1/04
69,0.032566519,0.048571477,0.053481765,0.051333617,0.047159397,0.051174947,0.057611485,0.055036265,0.059533045,0.059976758,9/1/04
70,-0.130970393,-0.090278083,-0.081948233,-0.068627978,-0.067620135,-0.050869677,-0.064571256,-0.059204888,-0.02651988,-0.040735248,10/1/04
71,0.10677181,0.061918541,0.060027881,0.055468597,0.047172932,0.047596597,0.036754201,0.038964328,0.009265956,-0.000679933,11/1/04
72,-0.08642421,-0.093796481,-0.094245336,-0.077713081,-0.085210194,-0.080218597,-0.092116074,-0.079271704,-0.07245783,-0.056936526,12/1/04
73,-0.043453321,-0.062427793,-0.083650259,-0.075682059,-0.080933644,-0.074330593,-0.083323719,-0.076441711,-0.077622178,-0.051760778,1/1/05
74,0.11430191,0.104495422,0.112742578,0.112320481,0.108155037,0.1025782,0.11725703,0.11512543,0.09367103,0.09234637,2/1/05
75,-0.136575363,-0.140486689,-0.131560393,-0.142011209,-0.135804393,-0.13589597,-0.118911493,-0.112975659,-0.108350644,-0.085636067,3/1/05
76,-0.140192504,-0.125291674,-0.092325659,-0.096428541,-0.080895515,-0.05336943,-0.065496311,-0.037443259,-0.02632297,0.004193089,4/1/05
77,-0.011908311,-0.0168905,-0.020848135,-0.019964704,-0.023150504,-0.0297508,-0.052964,-0.054031403,-0.080563667,-0.09346561,5/1/05
78,-0.000113306,-0.003825985,-0.001099022,0.003829278,-0.002624722,-0.001575403,-0.006770481,-0.001408096,-0.001725226,0.029014963,6/1/05
79,-0.104074581,-0.10174509,-0.08215737,-0.08092244,-0.073918545,-0.065693637,-0.064491537,-0.053753112,-0.027574888,0.012088859,7/1/05
80,0.256464096,0.195933222,0.191958267,0.174170424,0.1717424,0.153415425,0.134651448,0.124760866,0.117722533,0.049655289,8/1/05
81,0.087106873,0.027610872,0.031164948,0.026524221,-0.002630015,0.028222809,0.028993485,0.029158882,0.028145134,-0.004478881,9/1/05
82,-0.083560015,-0.051971812,-0.062504,-0.06992309,-0.057809739,-0.054650226,-0.056632075,-0.055649015,-0.048231552,-0.051733955,10/1/05
83,0.043090791,0.031900278,0.038900281,0.017742074,0.015444677,0.014587948,0.010030127,-0.009565941,-0.020343867,-0.011915388,11/1/05
84,0.000335324,-0.004630256,0.002999429,0.015036489,0.013440689,0.021897246,0.03680709,0.050712827,0.065498791,0.072143815,12/1/05
85,0.005248739,0.061364897,0.078431496,0.090540414,0.082182846,0.100591504,0.1158815,0.13007316,0.131443175,0.098038466,1/1/06
86,0.090222023,0.03802085,0.027812917,0.032035474,0.024714511,0.024405962,0.016626592,0.017374837,0.008388529,0.048964046,2/1/06
87,-0.031006802,-0.005614992,0.001067534,-0.002613538,0.009255008,0.015284839,0.020123894,0.037214684,0.051091626,0.022623156,3/1/06
88,-0.04090379,0.012523523,0.057417961,0.093082305,0.090091223,0.119389153,0.112414761,0.1432263,0.138029939,0.15132512,4/1/06
89,0.318495068,0.314755102,0.2982746,0.274521186,0.288408633,0.279943,0.237513294,0.25039352,0.2248763,0.176954201,5/1/06
90,0.086893425,0.089016191,0.090167403,0.092387271,0.091662699,0.071621351,0.054410237,0.069698423,0.027378341,0.017962273,6/1/06
91,0.00801,0.01627316,0.008402389,-0.015393419,-0.033315195,-0.014715578,-0.040989344,-0.047300015,-0.054149992,-0.080592435,7/1/06
92,0.023970208,0.027952868,0.025826922,0.027070535,0.028741086,0.034646619,0.033016211,0.045829873,0.037802939,0.026146469,8/1/06
93,0.11249286,0.067001148,0.063446178,0.047970789,0.06415888,0.039632836,0.049167985,0.038657792,0.039242808,0.043166346,9/1/06
94,-0.005808406,-0.008716767,-0.016115894,-0.005458962,0.017073805,-0.01429497,-0.011819466,0.001190903,0.011309659,0.028150886,10/1/06
95,-0.012395418,-0.007573902,-0.003698848,0.019323053,0.011268386,0.036462821,0.065692115,0.055698679,0.104727679,0.163195962,11/1/06
96,0.009098963,0.03608812,0.025499273,0.049665126,0.023403333,0.044433985,0.060122827,0.080742872,0.101871793,0.151258681,12/1/06
97,0.237790477,0.260778053,0.263007978,0.279143131,0.258140053,0.248642235,0.260603876,0.239491221,0.247958,0.187426122,1/1/07
98,0.268488765,0.251817346,0.240911634,0.211113444,0.215489806,0.182157567,0.191858386,0.147377036,0.161243756,0.087743382,2/1/07
99,0.370255594,0.256748706,0.23206927,0.222125565,0.223144064,0.159593142,0.177366346,0.151937243,0.085749948,0.091897118,3/1/07
100,0.38987592,0.358835043,0.376877245,0.372447607,0.344072926,0.309764746,0.339934232,0.350967691,0.348952234,0.283259623,4/1/07
101,0.153870726,0.119070685,0.093555606,0.079622268,0.083125723,0.076751986,0.103910581,0.09144059,0.1064023,0.132200102,5/1/07
102,-0.213487219,-0.218274007,-0.219552426,-0.190009599,-0.176090766,-0.129816757,-0.149907843,-0.124757087,-0.088672533,-0.030628899,6/1/07
103,0.328976165,0.27738662,0.270269701,0.243331985,0.234552616,0.224098681,0.211341609,0.182271576,0.189562307,0.186193942,7/1/07
104,0.216217496,0.146661986,0.101691659,0.099932357,0.098995319,0.099187779,0.16042518,0.104704496,0.146493319,0.171741971,8/1/07
105,0.043749926,0.021050515,0.027860297,0.049650388,0.0397369,0.047081312,0.031837066,0.050579073,0.067662245,0.087483165,9/1/07
106,-0.046185714,-0.11979283,-0.112677122,-0.12071641,-0.123387489,-0.099907647,-0.116512841,-0.066896377,-0.083334806,0.0003314,10/1/07
107,0.031658048,-0.002998549,-0.024821971,-0.050238935,-0.059517863,-0.077806823,-0.080998851,-0.101122986,-0.134283092,-0.188509287,11/1/07
108,0.201236553,0.20871042,0.194609681,0.208140447,0.213950787,0.208757695,0.214862035,0.218194496,0.19931195,0.171081662,12/1/07
109,-0.045280547,-0.05161243,-0.055760289,-0.055990778,-0.067468945,-0.05177889,-0.057085811,-0.067562898,-0.082655014,-0.121168296,1/1/08
110,0.110772687,0.116426007,0.11899366,0.105308979,0.100515535,0.080106524,0.079842408,0.067018069,0.040985069,0.020462676,2/1/08
111,-0.1361798,-0.17627781,-0.172411493,-0.180621192,-0.19992291,-0.200955097,-0.195211657,-0.215136233,-0.222982042,-0.212462621,3/1/08
112,-0.011426752,-0.094520061,-0.075153354,-0.079082219,-0.070279889,-0.050513826,-0.046374875,-0.008437028,0.015192366,0.037710764,4/1/08
113,-0.00260473,-0.021303664,-0.008555014,-0.003501212,-0.026129924,-0.040672463,-0.032675195,-0.062799973,-0.051109476,-0.077738848,5/1/08
114,-0.240813253,-0.230922922,-0.267044466,-0.275249205,-0.251554844,-0.26354334,-0.237770409,-0.253537953,-0.235891156,-0.222622221,6/1/08
115,0.140932101,0.117746243,0.110039375,0.107257153,0.101480625,0.102835464,0.068550487,0.073604742,0.049642901,0.008970362,7/1/08
116,-0.209994091,-0.223800745,-0.225686625,-0.230679728,-0.220953388,-0.238292329,-0.244056123,-0.238030451,-0.229580399,-0.194105336,8/1/08
117,-0.118642669,-0.104575523,-0.092487426,-0.100147071,-0.103697286,-0.081801812,-0.086213209,-0.06301615,-0.041427618,-0.027515175,9/1/08
118,-0.226586731,-0.230837578,-0.250099227,-0.267842162,-0.246747161,-0.266980484,-0.272300656,-0.263982184,-0.274176987,-0.252505662,10/1/08
119,0.233320422,0.20954411,0.211058699,0.213908994,0.221177516,0.220183045,0.177569818,0.15691369,0.155232725,0.125456961,11/1/08
120,0.152256196,0.128158149,0.097214871,0.097459377,0.059209712,0.069805338,0.054284468,0.063964045,0.040593987,0.011534025,12/1/08
121,0.146109561,0.160970158,0.161459381,0.157050077,0.159156237,0.186683716,0.162179435,0.168822878,0.156507641,0.114827409,1/1/09
122,0.132385888,0.113404422,0.094999847,0.083723761,0.092859455,0.089709794,0.074532268,0.081690167,0.061668803,0.063387815,2/1/09
123,0.253806206,0.242981526,0.233782096,0.24459379,0.224074071,0.228284382,0.211376045,0.208932135,0.196241878,0.186549038,3/1/09
124,0.138372478,0.120078178,0.076198764,0.078282962,0.080564801,0.071653404,0.042225,0.065087452,0.042333878,0.049757382,4/1/09
125,0.10371865,0.091969392,0.096333801,0.073375097,0.082743948,0.066319804,0.05319066,0.05100171,0.041689815,0.056186987,5/1/09
126,0.300609481,0.083744713,0.068013558,0.037253155,0.046796705,0.056657595,0.035928503,0.054272942,0.078315903,0.122623756,6/1/09
127,0.146163732,0.120148647,0.12923084,0.139038503,0.146107173,0.153676929,0.129598718,0.151384725,0.182212609,0.182710185,7/1/09
128,-0.125219293,-0.132903212,-0.151916045,-0.150181902,-0.144772141,-0.140679545,-0.154396187,-0.171404116,-0.181964641,-0.234723244,8/1/09
129,0.125282519,0.041586622,0.043771942,0.021216822,0.026608077,0.035917327,0.031748981,0.034408359,0.039165897,0.052311433,9/1/09
130,0.131325119,0.132254771,0.128287918,0.128455551,0.118635365,0.132171178,0.122313321,0.111491925,0.108360484,0.092255747,10/1/09
131,0.170126241,0.16846039,0.154401772,0.156077906,0.162516275,0.179540201,0.145820348,0.138871579,0.10879544,0.083428595,11/1/09
132,0.054634063,0.046698654,0.035323925,0.034525717,0.041582924,0.033593987,0.008498719,0.0060617,-0.003232529,0.006050925,12/1/09
133,-0.025278748,-0.005544226,-0.025867156,-0.019209931,-0.014961932,-0.029328509,-0.017079335,-0.032229415,-0.048155469,-0.102375634,1/1/10
134,0.098351655,0.081285846,0.075263497,0.063576895,0.061330168,0.06601861,0.103232166,0.05823272,0.040214976,0.024283105,2/1/10
135,0.087915128,0.076389066,0.055845042,0.041770815,0.036517885,0.039679427,0.042566823,0.011514601,0.012350321,0.011112485,3/1/10
136,-0.061051235,-0.06451828,-0.074837765,-0.07565418,-0.071056579,-0.067766078,-0.065618175,-0.079287717,-0.062250319,-0.073774291,4/1/10
137,-0.090171952,-0.083210279,-0.087555193,-0.094807298,-0.096110725,-0.075538732,-0.076263554,-0.06942694,-0.079730185,-0.089768976,5/1/10
138,-0.085251688,-0.084750065,-0.10058581,-0.082540095,-0.09883129,-0.099936982,-0.102321953,-0.098721479,-0.097172851,-0.077940119,6/1/10
139,0.167465503,0.173619135,0.162756343,0.157768573,0.153720345,0.167634281,0.150816547,0.141651243,0.13551238,0.131219441,7/1/10
140,0.111478341,0.109889006,0.093857057,0.113038871,0.104997098,0.088523782,0.085434529,0.105900872,0.070127587,0.028067277,8/1/10
141,0.049451217,-0.002067121,0.004340747,0.005920739,0.01827573,0.014211474,-0.002617371,0.02410312,0.02627204,0.017004614,9/1/10
142,0.051772569,0.070943767,0.080449669,0.089659392,0.076118636,0.088488836,0.092137177,0.095361269,0.115067069,0.161310695,10/1/10
143,0.039407,0.027829859,0.036152494,0.010827602,0.012768369,0.009230341,0.009253045,0.014956124,-0.02263,-0.056305698,11/1/10
144,-0.002881144,-0.023565583,-0.006561691,-0.026886017,-0.029894565,-0.042942553,-0.023782106,-0.032643573,-0.015077939,0.015122117,12/1/10
145,-0.027672906,-0.041336628,-0.04461126,-0.055147335,-0.043879289,-0.062698956,-0.061406516,-0.06899952,-0.063349324,-0.020469597,1/1/11
146,0.106863645,0.105361546,0.104050055,0.097620191,0.113973495,0.097196929,0.105984317,0.100515874,0.086896109,0.057258692,2/1/11
147,0.043290543,0.016353075,0.009299573,0.004125307,-0.015098847,-0.011963667,-0.030825973,-0.023742967,-0.0256922,-0.020706144,3/1/11
148,-0.005248323,-0.03383588,-0.024006707,-0.036370097,-0.04478267,-0.03952306,-0.027317128,-0.030836729,-0.029435941,-0.020066112,4/1/11
149,-0.060424836,-0.068080741,-0.077912693,-0.071470349,-0.062833814,-0.084696212,-0.075625695,-0.084340032,-0.080658447,-0.067383059,5/1/11
150,0.057738337,0.04009401,0.03848091,0.034143321,0.040982677,0.029439963,0.035472851,0.033294339,0.033927406,0.030569585,6/1/11
151,0.068156404,0.025078037,0.024778316,0.018651779,0.024947397,0.012928079,0.016127611,0.021219565,0.004932516,-0.015877805,7/1/11
152,-0.015469463,0.005341937,-0.004017349,-0.028654198,-0.030591565,-0.035759089,-0.042460565,-0.03684756,-0.047521586,-0.053504943,8/1/11
153,-0.084913398,-0.109985523,-0.116970177,-0.116094881,-0.123044721,-0.138297201,-0.126231275,-0.135924492,-0.118345933,-0.096379964,9/1/11
154,0.036041477,0.043579944,0.034791443,0.041959325,0.046443026,0.037383236,0.028921949,0.051229603,0.034979724,0.033728303,10/1/11
155,-0.032358513,-0.032809145,-0.046386078,-0.042980891,-0.03898924,-0.035994786,-0.045015337,-0.044738218,-0.052576923,-0.067662944,11/1/11
156,-0.183427355,-0.186611908,-0.175158251,-0.176500605,-0.172832682,-0.163168785,-0.160889474,-0.143736763,-0.109395641,-0.086571908,12/1/11
157,0.033749065,0.005151602,0.000894631,-0.007494231,0.005488959,-0.012505475,0.010145772,0.00278104,-0.000978046,0.038382965,1/1/12
158,0.159095055,0.156224482,0.14255574,0.138504885,0.135526804,0.127593359,0.13033002,0.123314621,0.112673256,0.078855553,2/1/12
159,-0.057445157,-0.079420135,-0.067949788,-0.063912672,-0.078033886,-0.074753869,-0.076463251,-0.079426207,-0.070384668,-0.07589984,3/1/12
160,0.090028565,0.082289795,0.08273742,0.090443353,0.069578462,0.076529235,0.066118206,0.069661437,0.056883231,0.068449595,4/1/12
161,0.027208352,0.01247806,0.010931565,0.018217866,0.026484284,0.008314621,0.030074507,0.020077065,0.0383425,0.00852609,5/1/12
162,-0.037610613,-0.053534931,-0.074559257,-0.066346443,-0.07811845,-0.068749614,-0.075930356,-0.073351552,-0.061029235,-0.0587129,6/1/12
163,-0.109479777,-0.091331361,-0.108724415,-0.099155871,-0.096051495,-0.101528549,-0.090236463,-0.088000443,-0.081036015,-0.054777951,7/1/12
164,0.057832505,0.055131771,0.050878961,0.036264083,0.016324361,0.059336483,0.002257613,-0.006452971,-0.026387727,-0.05515658,8/1/12
165,0.020867821,0.007426705,0.005445641,0.016290417,0.004984539,0.003540376,0.005091194,0.023178498,0.022278835,0.038351254,9/1/12
166,0.094022271,0.008970348,0.006758565,0.003910819,0.003611889,-0.007515224,-0.001288986,-0.016277576,-0.019457444,-0.016398671,10/1/12
167,-0.099751743,-0.11627901,-0.115534213,-0.11653801,-0.118684314,-0.122850514,-0.114093686,-0.11344251,-0.103069338,-0.063664435,11/1/12
168,0.15151213,0.158458898,0.148055196,0.172130322,0.173447068,0.16564545,0.174349783,0.178605646,0.172639222,0.166719617,12/1/12
169,0.075977937,0.065047043,0.078556577,0.07120885,0.068501826,0.063562689,0.057043039,0.06294925,0.050336777,0.057529005,1/1/13
170,0.15047692,0.041010689,0.036485524,0.033636469,0.03492829,0.035007401,0.038043177,0.030421403,0.03181985,0.000933966,2/1/13
171,-0.006760743,-0.015818627,-0.014784745,-0.030384914,-0.033428809,-0.037144577,-0.047118567,-0.055025029,-0.042918136,-0.056221291,3/1/13
172,-0.016275028,-0.051517531,-0.051778198,-0.032702005,-0.028989799,-0.034894112,-0.030957618,-0.021736316,-0.03184984,-0.021610327,4/1/13
173,0.142684,0.145821308,0.149280184,0.146113271,0.137474082,0.147971767,0.146474014,0.135334846,0.122754675,0.073088966,5/1/13
174,-0.152394044,-0.17100945,-0.167824309,-0.166583346,-0.168532398,-0.173103819,-0.160769005,-0.171607903,-0.155372324,-0.146379743,6/1/13
175,0.104155039,0.072885362,0.070858353,0.065326039,0.067963549,0.058202857,0.062851015,0.052438072,0.055122529,0.017654771,7/1/13
176,0.133922953,0.101299529,0.123170112,0.099996063,0.080265369,0.092543039,0.085697378,0.079404019,0.069952131,0.056484847,8/1/13
177,0.059898294,0.030195986,0.057775263,0.048908216,0.034512956,0.040276595,0.056083367,0.037743785,0.06858099,0.047556286,9/1/13
178,0.001004282,-0.001780539,-0.018609171,-0.021868638,-0.015843563,-0.027982461,-0.035633665,-0.028148301,-0.031948845,-0.02646225,10/1/13
179,0.092147754,0.096771108,0.083159719,0.075986,0.079874777,0.073728102,0.074547846,0.049641723,0.053871816,0.038463515,11/1/13
180,-0.032025808,-0.031896818,-0.023296309,-0.034381561,-0.032704629,-0.034029164,-0.026157736,-0.033807269,-0.038990709,-0.042187727,12/1/13
181,0.023818452,0.027333651,0.004960505,-0.00532022,0.010459641,0.033652224,-0.00355919,0.009379559,-0.00850915,-0.041218014,1/1/14
182,0.07224775,0.056212814,0.051182204,0.059857427,0.055994167,0.050561322,0.038441911,0.019822135,0.012127039,-0.012791652,2/1/14
183,0.032108607,0.00517266,0.003888652,-0.01097887,-0.025347243,-0.030175956,-0.034948854,-0.040609676,-0.043659824,-0.031057097,3/1/14
184,0.026719192,-0.009898616,-0.005125262,-0.021555976,-0.035675391,-0.030240745,-0.013607801,-0.013751525,-0.02153565,-0.005045952,4/1/14
185,0.045582261,0.03203821,0.027372454,0.020796957,0.023874916,0.030837337,0.021389337,0.016890262,0.017317267,0.00508942,5/1/14
186,0.073720773,0.058602592,0.053530211,0.050210822,0.040058498,0.036503044,0.024922204,0.030820507,0.022731905,0.01469012,6/1/14
187,0.10825935,0.103288044,0.08911446,0.103389827,0.091804127,0.088776749,0.089916388,0.088217502,0.071131272,0.089526911,7/1/14
188,0.112169564,0.09584624,0.061770709,0.05969503,0.06108842,0.055770849,0.045720089,0.042699804,0.049423126,0.008724856,8/1/14
189,0.232090801,0.203204163,0.162648691,0.152480112,0.143160314,0.12208234,0.118877937,0.11909136,0.105106756,0.067954796,9/1/14
190,0.029982811,0.017544039,0.028737308,0.031189259,0.014444882,0.021525861,0.019260039,0.020929882,0.004644597,0.027480931,10/1/14
191,0.062488134,0.058201115,0.054035039,0.054876465,0.055854447,0.051594734,0.041217701,0.056524228,0.073447072,0.108641449,11/1/14
192,-0.087959335,-0.074068571,-0.044218664,-0.060895299,-0.059932687,-0.025575875,-0.01271566,-0.000137725,0.040840218,0.219611986,12/1/14
